ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
7265337728,train,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: Nice to meet you! Is this your first time doing something like this? ||| student: Yes, interesting task! When did you start with the team? ||| teacher: I have been with the company for over 3 years. Stick with the same team What about you? ||| student: Great to know! I joined the project earlier in the year. I think we should sync later for lunch. ||| teacher: That sounds like a perfect plan! ||| student: Sure, which cafe do you prefer? ||| teacher: Let's try something different. What about <REDACTED_TERM>? Do you always prefer lunch sync over regular meeting syncs? ||| student: Yeah right, I heard the food there is good. I am not sure what they serve there for lunch? On wednesdays.",We can check the menu then decide :),None,0
291594361,test,4.2D.Rounding;3.6E.Shapes and Area,||| teacher: Pablo was asked to divide shapes into 8 equal parts. ||| teacher: Option A is the correct answer. ||| teacher: Did you get it? ||| student: yes ||| ,Can you show your work on the white board?,ask_question,1
416995031,val,4.2D.Rounding,||| teacher: Here we go through the next question. ||| student: ok ||| teacher: What digit is in the thousands place? ||| student: 8? ||| ,"Hmm, not quite. What makes you say 8?",Provided a visual aid. The student should then be able to see where the thousands place is.,1
5772311783,val,Not Available,teacher: Hi! ||| student: hi there! it's a lovely day to chat with you,Isn't it just! What are you up to today?,None,0
426138015,train,4.2A.Place Value,||| teacher: Let me know once you back to the session. ||| student: hi ||| teacher: What do you know about place value? ||| student: it  goes on for every ||| ,"Place value is the numerical value that a digit has by virtue of its position in a number. Let's look at the first three place values. Ones, tens and hundreds.",explain_concept,1
2837422347,val,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: How's it going? ||| student: Extremely busy. I have been trying to prepare for the upcoming holidays. How about you? ||| teacher: I'm going to the bahamas. Can't wait!!! ||| student: I'm jealous, take me with you!! I would love to have some warm weather right now ||| teacher: oh where are you now? ||| student: Canada. There is another major snowstorm that might hit this weekend so I have been rushing to get everything done before it comes.",oh no. I never seen this in person. Is it scary?,None,0
287924261,train,5.2A.Place Value,||| teacher: They asked to find what is equal to 40 hundreds. ||| teacher: First we want to recognize place value in a blank chart. ||| teacher: What value is in the hundreds place in the chart below? ||| student: done  ||| ,"Yes, well done!",affirm_correct_answer,1
2976728100,train,2.2A.Place Value,||| student: ok ||| student: ok ||| teacher: Is that your final answer? ||| student: yes ||| ,"Let's try another question. In 345, what place value is the 4 in?",simplify_question,1
2794050364,train,Not Available,"teacher: Hi! ||| student: Do you believe in miracles? ||| teacher: Lol. No. I know too many people whose lives suck. ||| student: Should we be helping them, so it sucks less?\ ||| teacher: It's too many of them out there. You help who you can. Regardless, I wouldn't say I believe in miracles - well, if I got promoted next cycle I might change my mind. ||| student: Haha... Well, it sounds like career is really important to you. What matters to you the most in life?","Right now, not much. It's unclear. Career is a good fallback because you get told what good means and you act accordingly. I haven't gone through the process of shaping my values. What about you?",None,0
2025117772,train,Not Available,teacher: Hi! ||| student: Hello! ||| teacher: Have you had lunch yet? ||| student: Yes I've eaten,Cool. Where and what did you eat?,None,0
8883197443,train,Not Available,"teacher: Hi! ||| student: hi, what's up! ||| teacher: Everything is good. There's so much to be thankful for - especially coming out of Thanksgiving holidays. How are you? ||| student: I'm doing well. holiday season is the best thing to have! ||| teacher: Do you have interesting plans? ||| student: yea I'm travelling to Vancouver this weekend. what about you? 🙂",Nice! What for? It's a really beautiful place. Really cold this time of year though.,None,0
640471095,test,5.2A.Place Value,||| teacher: Keep going. ||| teacher: Show your work on the whiteboard. ||| teacher: Are you done with your answer? ||| student: yes ||| ,Most of your work looks great! Can you recheck your final answer?,ask_question,1
418111058,train,Not Available,teacher: Hi! ||| student: Hey! What’s on your mind today? ||| teacher: Just thinking about my next vacation. ||| student: Nice! Any destination in mind?,Maybe somewhere tropical! I need some sun.,None,0
296361557,train,2.2C.Counting Numbers,||| teacher: But it looks like your answer is incorrect. ||| teacher: Ok. Do you mind stopping that so we can really focus on the lesson? ||| teacher: What is the value of 549 + 10? ||| student: 590 ||| ,Great try! What is 49 + 10?,simplify_question,1
405468648,test,3.1A.Bar Graphs,||| teacher: What is the 12 subtracted by 1? ||| student: 12 ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! The only time you will get the same number from subtraction is when you subtract by 0. Try starting at 12 on the number line and moving to the left 1,explain_concept,1
4250131122,test,3.5B.Two-Step Word Problems,||| teacher: Remember to show your work on the board. ||| student: 24 ||| teacher: Is this your final answer? ||| student: yes ||| ,"You're close. We need 24 for our answer, but 24 is not the final answer",provide_hint,1
4642264995,test,Not Available,"teacher: Hi! ||| student: Hello! ||| teacher: Have you had lunch yet? ||| student: Yes I've eaten ||| teacher: Cool. Where and what did you eat? ||| student: I ate about an hour ago and had a sandwich the rain didn't make me want to travel far haha ||| teacher: A sandwich for lunch? Was it filling. I'm currently having some mix of shrimp, fish, chicken and pork. I'm considering going vegetarian though. Lol. ||| student: thats a lot of meat what dish? Why are you consideringt o go vetegarian? ||| teacher: Cause the environment and humans suck. I'm keeping my bets open for space though in case the environment dies. I mixed up a couple of dishes. It was a buffet style place. ||| student: What do you think of those meatless burgers then?",I love them!!!! I've had a couple of different kinds. They are all pretty expensive though. Have you tried them?,None,0
41117208,train,3.5D.Unknown Numbers in Division,||| student: ok ||| teacher: Product of quotient and divisor will get missing dividend. ||| teacher: Are you still at the computer? ||| student: no ||| ,"Ok, then I'll see you next session.",Said goodbye to the student. ,1
411343921,val,3.6C.Unit Squares (Review) - 1,"||| student: i dont know ||| teacher: This image has 4 halves.  If two halves make a whole, 2 wholes do make 4 halves. ||| teacher: Do you understand? ||| student: ammmmmmmmmm a littal ||| ","If we have 5 wholes, how many halves is that?",ask_question,1
295002638,test,5.3B.Word Problems with Standard Measurement,"||| teacher: We will multiply because we are converting from hours to minutes. ||| teacher: Now, we need to find the sum of the total number of minutes. ||| teacher: Do you understand that steps? ||| student: yes ||| ",Ok great! How many minutes are there in 2 hours?,provide_similar_problem,1
411460689,val,7.4D.Percent Change,||| teacher: Plus 3 points added to your scoreboard. ||| teacher: Please give this question a try. ||| teacher: Is that your final answer? ||| student: yes ||| ,That is not correct. Percent change formula is the new price minus the original price. Then divide that value by the original price. What is the new price?,explain_concept,1
616597560,train,2.4C.Money (Review) - 1,||| student: next lesson ||| student: okay ||| teacher: Would you like to give it a try? ||| student: Done ||| ,Ok let's discuss the work you wrote on the whiteboard! There's a lot of good thinking here.,provide_correction,1
613645897,train,4.5A.Geometric Lines,||| teacher: Let me know when you are done. ||| teacher: We are running out of time. ||| teacher: Are you working on the question? ||| student: i got it already ||| ,"Ah, not quite. For this one, the answer is B. The lines are parallel because they have the same slope and therefore will never touch",explain_concept,1
